,cpf,nome,produto,preco
42217,34599666882,Mes,banana,1
70418,32245435826,Plus,banana,1
82947,37554778820,Mes,uva,7
77376,31708557865,Broa de Açúcar,pera,3
93135,38779238874,Broa de Açúcar,maçã,2
52663,37120609807,Mes,maçã,2
37978,35618351803,Mes,maçã,2
92407,30929873815,Broa de Açúcar,banana,1
92149,32994374889,Mes,maçã,2
37978,35618351803,Broa de Açúcar,pera,3
22166,38824903819,Broa de Açúcar,banana,1
39041,38955151837,Plus,pera,3
90259,39430756800,Plus,maçã,2
76490,37396358868,Broa de Açúcar,uva,7
17161,30074887882,Plus,banana,1
82947,37554778820,Plus,uva,7
36706,34598325844,Mes,uva,7
34255,38246362801,Broa de Açúcar,uva,7
44044,31091226857,Broa de Açúcar,pera,3
66265,32159874817,Broa de Açúcar,pera,3
64903,36507267856,Plus,banana,1
50385,34177725838,Plus,maçã,2
31153,39385102850,Plus,banana,1
44044,31091226857,Plus,pera,3
796,39060435842,Broa de Açúcar,maçã,2
31228,31343837804,Broa de Açúcar,uva,7
34853,39479641887,Broa de Açúcar,banana,1
37192,34272132857,Plus,uva,7
88339,36488723898,Broa de Açúcar,uva,7
32807,31939883830,Broa de Açúcar,pera,3
20357,37624326868,Mes,maçã,2
52663,37120609807,Broa de Açúcar,maçã,2
38387,36527494807,Mes,pera,3
44044,31091226857,Plus,uva,7
23530,37924765840,Plus,pera,3
87806,30060398825,Mes,banana,1
80109,38647585801,Broa de Açúcar,uva,7
21327,35722129879,Mes,maçã,2
24345,33613889889,Mes,banana,1
50385,34177725838,Mes,maçã,2
23530,37924765840,Plus,maçã,2
66651,31563287820,Broa de Açúcar,banana,1
38387,36527494807,Mes,maçã,2
30451,35032984876,Broa de Açúcar,uva,7
89573,31419452843,Mes,uva,7
23617,38937032848,Mes,pera,3
50385,34177725838,Broa de Açúcar,maçã,2
90620,39519577866,Broa de Açúcar,maçã,2
17166,31564113884,Mes,maçã,2
51536,32793703885,Mes,maçã,2
89573,31419452843,Plus,maçã,2
66265,32159874817,Broa de Açúcar,uva,7
45090,31634197801,Mes,maçã,2
26328,35643616858,Plus,pera,3
34255,38246362801,Mes,banana,1
93687,31032657863,Mes,maçã,2
70418,32245435826,Plus,maçã,2
23617,38937032848,Broa de Açúcar,banana,1
43858,30753498871,Broa de Açúcar,maçã,2
369,30375057889,Plus,maçã,2
37442,38983313854,Plus,pera,3
61929,38069387840,Plus,pera,3
43858,30753498871,Plus,maçã,2
44988,39625356835,Mes,banana,1
82897,31851754849,Mes,pera,3
93167,32911432800,Broa de Açúcar,uva,7
96,32118142803,Broa de Açúcar,banana,1
32807,31939883830,Plus,banana,1
96,32118142803,Mes,banana,1
97559,35381822804,Mes,banana,1
26741,34265854800,Broa de Açúcar,uva,7
11989,39401368830,Plus,uva,7
8551,32194543805,Broa de Açúcar,uva,7
2346,38903395816,Broa de Açúcar,pera,3
92149,32994374889,Broa de Açúcar,banana,1
93135,38779238874,Mes,uva,7
82897,31851754849,Plus,banana,1
16948,35496603838,Mes,banana,1
55886,30959832807,Broa de Açúcar,maçã,2
45090,31634197801,Broa de Açúcar,pera,3
96,32118142803,Mes,banana,1
62439,35938168813,Broa de Açúcar,pera,3
88709,38643677868,Broa de Açúcar,banana,1
89409,30647186810,Broa de Açúcar,uva,7
70914,35470736857,Broa de Açúcar,banana,1
58140,38251349893,Broa de Açúcar,uva,7
25823,32395134805,Broa de Açúcar,maçã,2
25823,32395134805,Mes,pera,3
46408,37773214867,Plus,banana,1
66651,31563287820,Mes,uva,7
83315,31458786897,Plus,pera,3
90620,39519577866,Mes,uva,7
14846,31490602810,Plus,uva,7
42823,31642889806,Broa de Açúcar,banana,1
2346,38903395816,Mes,uva,7
31153,39385102850,Broa de Açúcar,banana,1
13120,31289694850,Mes,banana,1
31794,32512837823,Plus,uva,7
64869,34676829876,Mes,banana,1
23617,38937032848,Plus,banana,1
37530,39655543870,Broa de Açúcar,banana,1
89573,31419452843,Plus,uva,7
77376,31708557865,Plus,uva,7
82897,31851754849,Mes,uva,7
7675,36870766878,Broa de Açúcar,banana,1
76490,37396358868,Broa de Açúcar,pera,3
23497,39240391860,Mes,pera,3
11789,31249581877,Broa de Açúcar,banana,1
24483,32477452894,Broa de Açúcar,pera,3
80109,38647585801,Broa de Açúcar,pera,3
45806,30888909802,Broa de Açúcar,pera,3
17166,31564113884,Broa de Açúcar,pera,3
11221,30298992841,Mes,banana,1
13084,32411159846,Broa de Açúcar,banana,1
12949,31781804869,Mes,uva,7
12949,31781804869,Broa de Açúcar,banana,1
72394,32479421813,Mes,banana,1
55524,37832513896,Broa de Açúcar,pera,3
2792,31788024877,Plus,maçã,2
8329,39143983880,Plus,pera,3
99276,34969741840,Plus,banana,1
70914,35470736857,Broa de Açúcar,maçã,2
90216,30045741875,Mes,pera,3
55098,39328009820,Plus,uva,7
83377,33908213843,Broa de Açúcar,banana,1
31794,32512837823,Mes,maçã,2
100581,32075237816,Plus,banana,1
36255,31367966833,Broa de Açúcar,pera,3
60244,38825970897,Mes,pera,3
80005,32938248890,Mes,uva,7
68973,33454729882,Mes,maçã,2
66055,31659044804,Plus,pera,3
29812,32124328883,Broa de Açúcar,banana,1
48760,36028999857,Mes,uva,7
3487,34670036807,Plus,banana,1
100276,30318527880,Plus,pera,3
83377,33908213843,Broa de Açúcar,maçã,2
24345,33613889889,Plus,pera,3
4684,33110482886,Broa de Açúcar,uva,7
56544,35358298878,Broa de Açúcar,maçã,2
52232,39956187828,Plus,uva,7
369,30375057889,Mes,uva,7
90524,37706842819,Mes,maçã,2
31153,39385102850,Plus,pera,3
72133,39299698821,Broa de Açúcar,uva,7
20357,37624326868,Plus,maçã,2
82897,31851754849,Plus,banana,1
31228,31343837804,Mes,maçã,2
2769,31210426889,Mes,uva,7
38387,36527494807,Mes,banana,1
26851,34237889840,Broa de Açúcar,uva,7
11221,30298992841,Plus,uva,7
44002,34377246810,Plus,banana,1
50367,39622445810,Plus,uva,7
97296,35079462892,Broa de Açúcar,uva,7
55886,30959832807,Mes,pera,3
46824,36958614879,Plus,uva,7
16948,35496603838,Plus,maçã,2
55886,30959832807,Broa de Açúcar,pera,3
44044,31091226857,Mes,maçã,2
54321,32468502833,Plus,maçã,2
48911,34418212892,Broa de Açúcar,maçã,2
94387,33968186877,Broa de Açúcar,pera,3
66651,31563287820,Broa de Açúcar,banana,1
79989,38494124820,Plus,pera,3
89857,38853118873,Plus,uva,7
97559,35381822804,Plus,maçã,2
89809,38085196816,Plus,maçã,2
99276,34969741840,Mes,banana,1
56544,35358298878,Plus,maçã,2
66,30721762808,Mes,uva,7
15703,31135265828,Plus,banana,1
56277,38069818840,Plus,uva,7
64869,34676829876,Plus,maçã,2
62439,35938168813,Mes,maçã,2
20357,37624326868,Plus,pera,3
82947,37554778820,Mes,pera,3
56044,34110615887,Plus,uva,7
44030,30263685802,Mes,maçã,2
9969,36355203818,Plus,pera,3
21327,35722129879,Plus,pera,3
42823,31642889806,Mes,uva,7
24345,33613889889,Plus,uva,7
92407,30929873815,Broa de Açúcar,maçã,2
37978,35618351803,Mes,maçã,2
90259,39430756800,Plus,maçã,2
83315,31458786897,Plus,pera,3
98435,31612130844,Plus,banana,1
83426,39767917845,Plus,banana,1
97296,35079462892,Mes,pera,3
50367,39622445810,Broa de Açúcar,pera,3
89809,38085196816,Mes,pera,3
80005,32938248890,Broa de Açúcar,maçã,2
60244,38825970897,Broa de Açúcar,uva,7
92149,32994374889,Plus,uva,7
88339,36488723898,Plus,uva,7
44030,30263685802,Mes,maçã,2
31228,31343837804,Mes,uva,7
22562,31291469893,Broa de Açúcar,banana,1
37978,35618351803,Mes,uva,7
44044,31091226857,Plus,maçã,2
92407,30929873815,Plus,uva,7
22553,37594575849,Plus,pera,3
12232,39621128803,Mes,pera,3
76490,37396358868,Broa de Açúcar,banana,1
50385,34177725838,Plus,uva,7
83426,39767917845,Mes,maçã,2
48879,33635232890,Plus,maçã,2
93687,31032657863,Plus,maçã,2
20357,37624326868,Broa de Açúcar,banana,1
26741,34265854800,Plus,uva,7
31952,37340719849,Mes,pera,3
22857,36769458837,Broa de Açúcar,pera,3
11221,30298992841,Plus,maçã,2
610,33948247870,Mes,pera,3
45206,37024055855,Plus,banana,1
3487,34670036807,Plus,uva,7
30379,37353484837,Broa de Açúcar,pera,3
45090,31634197801,Mes,maçã,2
36706,34598325844,Broa de Açúcar,uva,7
79914,34029758827,Broa de Açúcar,pera,3
45806,30888909802,Mes,pera,3
100581,32075237816,Broa de Açúcar,banana,1
55886,30959832807,Mes,uva,7
52232,39956187828,Plus,uva,7
20357,37624326868,Mes,maçã,2
89573,31419452843,Plus,maçã,2
26328,35643616858,Plus,maçã,2
36255,31367966833,Mes,banana,1
17161,30074887882,Broa de Açúcar,pera,3
70302,37192080870,Plus,maçã,2
24345,33613889889,Plus,pera,3
98435,31612130844,Mes,pera,3
5756,38093998845,Mes,banana,1
48879,33635232890,Mes,banana,1
22857,36769458837,Broa de Açúcar,pera,3
70302,37192080870,Plus,pera,3
13120,31289694850,Plus,maçã,2
98435,31612130844,Broa de Açúcar,uva,7
92834,31242340815,Broa de Açúcar,pera,3
74390,33599124892,Mes,maçã,2
90524,37706842819,Broa de Açúcar,banana,1
76490,37396358868,Plus,pera,3
69255,36883156852,Plus,banana,1
52663,37120609807,Plus,pera,3
29759,31464506825,Plus,uva,7
97324,38412448820,Broa de Açúcar,maçã,2
82947,37554778820,Broa de Açúcar,maçã,2
36255,31367966833,Mes,banana,1
52663,37120609807,Plus,maçã,2
68587,32282919874,Plus,maçã,2
89573,31419452843,Plus,maçã,2
21556,35031727853,Mes,maçã,2
54321,32468502833,Broa de Açúcar,maçã,2
90145,39114690802,Broa de Açúcar,banana,1
31794,32512837823,Mes,uva,7
81230,39228065893,Broa de Açúcar,banana,1
31952,37340719849,Broa de Açúcar,uva,7
31952,37340719849,Broa de Açúcar,banana,1
17166,31564113884,Plus,uva,7
93687,31032657863,Plus,banana,1
13120,31289694850,Broa de Açúcar,pera,3
89857,38853118873,Plus,banana,1
26741,34265854800,Broa de Açúcar,pera,3
64869,34676829876,Plus,uva,7
72133,39299698821,Broa de Açúcar,banana,1
96,32118142803,Mes,maçã,2
8329,39143983880,Mes,banana,1
54321,32468502833,Mes,pera,3
79989,38494124820,Mes,banana,1
92149,32994374889,Plus,maçã,2
52232,39956187828,Broa de Açúcar,maçã,2
90145,39114690802,Plus,pera,3
27285,30683083805,Broa de Açúcar,banana,1
50385,34177725838,Broa de Açúcar,banana,1
79914,34029758827,Broa de Açúcar,pera,3
90620,39519577866,Plus,banana,1
69255,36883156852,Mes,banana,1
31153,39385102850,Broa de Açúcar,pera,3
46824,36958614879,Broa de Açúcar,uva,7
26487,31793921857,Plus,uva,7
18283,30546192815,Broa de Açúcar,uva,7
68973,33454729882,Plus,maçã,2
22562,31291469893,Mes,banana,1
61929,38069387840,Broa de Açúcar,maçã,2
89857,38853118873,Mes,maçã,2
46408,37773214867,Mes,pera,3
62439,35938168813,Mes,banana,1
89573,31419452843,Broa de Açúcar,uva,7
88339,36488723898,Plus,uva,7
796,39060435842,Plus,pera,3
81262,32364083834,Mes,uva,7
45806,30888909802,Mes,uva,7
93167,32911432800,Plus,pera,3
24483,32477452894,Plus,maçã,2
31796,35159472800,Plus,pera,3
42472,39947252833,Plus,banana,1
72133,39299698821,Plus,banana,1
37192,34272132857,Mes,uva,7
21327,35722129879,Plus,pera,3
12949,31781804869,Mes,uva,7
89809,38085196816,Mes,banana,1
97559,35381822804,Broa de Açúcar,uva,7
68587,32282919874,Broa de Açúcar,pera,3
83426,39767917845,Plus,pera,3
3487,34670036807,Broa de Açúcar,maçã,2
62439,35938168813,Mes,pera,3
83315,31458786897,Broa de Açúcar,uva,7
37442,38983313854,Mes,maçã,2
37192,34272132857,Plus,uva,7
68973,33454729882,Mes,maçã,2
74390,33599124892,Plus,pera,3
90145,39114690802,Plus,pera,3
36729,35505011888,Plus,banana,1
610,33948247870,Broa de Açúcar,maçã,2
52663,37120609807,Mes,uva,7
72864,34138618830,Broa de Açúcar,banana,1
62945,38946050810,Broa de Açúcar,uva,7
43384,39321169849,Plus,pera,3
48760,36028999857,Broa de Açúcar,pera,3
94327,38605930802,Broa de Açúcar,pera,3
66265,32159874817,Broa de Açúcar,banana,1
90259,39430756800,Plus,maçã,2
45090,31634197801,Broa de Açúcar,uva,7
720,35607912868,Broa de Açúcar,banana,1
29759,31464506825,Mes,uva,7
71984,36982435806,Mes,maçã,2
15703,31135265828,Plus,maçã,2
48760,36028999857,Broa de Açúcar,maçã,2
76490,37396358868,Broa de Açúcar,uva,7
70480,34558208839,Mes,banana,1
44030,30263685802,Mes,pera,3
72864,34138618830,Mes,uva,7
17166,31564113884,Mes,maçã,2
93135,38779238874,Broa de Açúcar,uva,7
46408,37773214867,Broa de Açúcar,pera,3
62439,35938168813,Plus,uva,7
94327,38605930802,Broa de Açúcar,maçã,2
24243,35233640864,Plus,pera,3
23530,37924765840,Broa de Açúcar,uva,7
92834,31242340815,Plus,maçã,2
66265,32159874817,Mes,banana,1
91433,34128659827,Broa de Açúcar,maçã,2
37530,39655543870,Mes,pera,3
79914,34029758827,Mes,banana,1
73511,38807260867,Plus,maçã,2
44044,31091226857,Plus,banana,1
2769,31210426889,Plus,uva,7
70302,37192080870,Mes,pera,3
20357,37624326868,Plus,banana,1
11789,31249581877,Broa de Açúcar,banana,1
3678,36762255892,Broa de Açúcar,pera,3
80109,38647585801,Mes,pera,3
60244,38825970897,Mes,banana,1
97324,38412448820,Plus,pera,3
24483,32477452894,Mes,banana,1
17166,31564113884,Broa de Açúcar,banana,1
6626,39183777849,Broa de Açúcar,pera,3
26487,31793921857,Mes,pera,3
72394,32479421813,Broa de Açúcar,maçã,2
44044,31091226857,Mes,uva,7
44030,30263685802,Broa de Açúcar,banana,1
6626,39183777849,Mes,pera,3
23497,39240391860,Broa de Açúcar,maçã,2
8329,39143983880,Mes,banana,1
71984,36982435806,Mes,maçã,2
83364,34046125829,Mes,uva,7
24243,35233640864,Plus,pera,3
97296,35079462892,Broa de Açúcar,banana,1
40679,35109798850,Broa de Açúcar,uva,7
55886,30959832807,Broa de Açúcar,banana,1
54321,32468502833,Plus,pera,3
96504,33916455800,Broa de Açúcar,uva,7
70914,35470736857,Plus,maçã,2
94387,33968186877,Broa de Açúcar,uva,7
12949,31781804869,Plus,banana,1
96,32118142803,Plus,maçã,2
91433,34128659827,Broa de Açúcar,maçã,2
87908,30937094820,Mes,maçã,2
72864,34138618830,Broa de Açúcar,pera,3
26741,34265854800,Mes,maçã,2
3979,35797992825,Mes,uva,7
30379,37353484837,Plus,maçã,2
96871,30666502862,Broa de Açúcar,banana,1
82947,37554778820,Broa de Açúcar,maçã,2
42472,39947252833,Plus,pera,3
72394,32479421813,Mes,uva,7
97559,35381822804,Mes,maçã,2
27285,30683083805,Mes,pera,3
44002,34377246810,Mes,banana,1
796,39060435842,Mes,pera,3
44044,31091226857,Mes,maçã,2
97559,35381822804,Mes,maçã,2
11789,31249581877,Plus,banana,1
25823,32395134805,Plus,uva,7
64248,36158702803,Plus,pera,3
50367,39622445810,Mes,uva,7
45206,37024055855,Plus,uva,7
66055,31659044804,Broa de Açúcar,pera,3
55886,30959832807,Plus,banana,1
37192,34272132857,Broa de Açúcar,pera,3
48911,34418212892,Broa de Açúcar,uva,7
26328,35643616858,Plus,maçã,2
66265,32159874817,Broa de Açúcar,banana,1
44030,30263685802,Mes,maçã,2
25823,32395134805,Plus,maçã,2
83315,31458786897,Plus,maçã,2
73511,38807260867,Broa de Açúcar,banana,1
50385,34177725838,Broa de Açúcar,banana,1
11257,35177132870,Mes,pera,3
24483,32477452894,Plus,banana,1
94387,33968186877,Plus,maçã,2
89409,30647186810,Mes,uva,7
88339,36488723898,Mes,uva,7
25823,32395134805,Broa de Açúcar,banana,1
43460,32384370898,Broa de Açúcar,uva,7
43460,32384370898,Broa de Açúcar,pera,3
79302,31541266862,Plus,uva,7
23617,38937032848,Mes,banana,1
20357,37624326868,Plus,pera,3
66055,31659044804,Mes,pera,3
44044,31091226857,Mes,pera,3
90524,37706842819,Broa de Açúcar,maçã,2
64869,34676829876,Mes,maçã,2
97296,35079462892,Broa de Açúcar,maçã,2
97296,35079462892,Broa de Açúcar,banana,1
68973,33454729882,Broa de Açúcar,uva,7
80109,38647585801,Broa de Açúcar,banana,1
100581,32075237816,Broa de Açúcar,uva,7
81262,32364083834,Plus,banana,1
83377,33908213843,Broa de Açúcar,uva,7
11221,30298992841,Plus,uva,7
69255,36883156852,Mes,pera,3
369,30375057889,Plus,uva,7
69926,38162371850,Broa de Açúcar,banana,1
81230,39228065893,Plus,maçã,2
98435,31612130844,Broa de Açúcar,pera,3
23303,32112812823,Broa de Açúcar,banana,1
44988,39625356835,Broa de Açúcar,pera,3
5804,35681744809,Mes,uva,7
31952,37340719849,Mes,banana,1
61929,38069387840,Mes,uva,7
26741,34265854800,Plus,banana,1
31794,32512837823,Broa de Açúcar,banana,1
93687,31032657863,Plus,maçã,2
3979,35797992825,Plus,pera,3
90259,39430756800,Broa de Açúcar,uva,7
92407,30929873815,Plus,uva,7
90216,30045741875,Plus,banana,1
47404,38172129840,Mes,maçã,2
36255,31367966833,Mes,maçã,2
94387,33968186877,Broa de Açúcar,pera,3
34255,38246362801,Mes,maçã,2
98435,31612130844,Mes,pera,3
6626,39183777849,Plus,maçã,2
23617,38937032848,Mes,uva,7
82897,31851754849,Plus,banana,1
30451,35032984876,Broa de Açúcar,pera,3
94327,38605930802,Broa de Açúcar,banana,1
34255,38246362801,Mes,uva,7
91433,34128659827,Broa de Açúcar,pera,3
37978,35618351803,Broa de Açúcar,uva,7
92834,31242340815,Broa de Açúcar,uva,7
24483,32477452894,Mes,banana,1
48879,33635232890,Broa de Açúcar,maçã,2
72133,39299698821,Broa de Açúcar,uva,7
2860,39841469812,Mes,maçã,2
34853,39479641887,Plus,pera,3
69926,38162371850,Broa de Açúcar,banana,1
29759,31464506825,Mes,banana,1
78202,32557890871,Plus,maçã,2
60244,38825970897,Mes,uva,7
11257,35177132870,Plus,banana,1
2792,31788024877,Plus,uva,7
11257,35177132870,Mes,banana,1
89809,38085196816,Plus,maçã,2
12232,39621128803,Plus,maçã,2
89573,31419452843,Plus,banana,1
66651,31563287820,Broa de Açúcar,maçã,2
43460,32384370898,Mes,banana,1
72864,34138618830,Broa de Açúcar,banana,1
97296,35079462892,Mes,pera,3
100276,30318527880,Mes,maçã,2
71984,36982435806,Plus,pera,3
30451,35032984876,Broa de Açúcar,uva,7
26328,35643616858,Broa de Açúcar,maçã,2
34853,39479641887,Plus,pera,3
25823,32395134805,Broa de Açúcar,maçã,2
21327,35722129879,Mes,maçã,2
22562,31291469893,Plus,pera,3
100581,32075237816,Mes,pera,3
58140,38251349893,Plus,banana,1
48911,34418212892,Mes,uva,7
100276,30318527880,Plus,uva,7
79302,31541266862,Broa de Açúcar,uva,7
61929,38069387840,Plus,uva,7
72864,34138618830,Broa de Açúcar,pera,3
64248,36158702803,Mes,banana,1
90524,37706842819,Broa de Açúcar,banana,1
23303,32112812823,Plus,maçã,2
720,35607912868,Mes,uva,7
89409,30647186810,Mes,banana,1
26741,34265854800,Broa de Açúcar,pera,3
2860,39841469812,Broa de Açúcar,pera,3
96504,33916455800,Plus,banana,1
26741,34265854800,Plus,uva,7
80975,32766185836,Broa de Açúcar,pera,3
92149,32994374889,Broa de Açúcar,banana,1
31153,39385102850,Broa de Açúcar,banana,1
92149,32994374889,Mes,pera,3
48760,36028999857,Mes,pera,3
36255,31367966833,Mes,banana,1
64869,34676829876,Broa de Açúcar,pera,3
7675,36870766878,Plus,banana,1
83377,33908213843,Broa de Açúcar,banana,1
51476,31004054807,Broa de Açúcar,pera,3
3487,34670036807,Plus,uva,7
93687,31032657863,Mes,maçã,2
80109,38647585801,Broa de Açúcar,pera,3
54321,32468502833,Plus,pera,3
34853,39479641887,Mes,maçã,2
87806,30060398825,Mes,pera,3
81262,32364083834,Broa de Açúcar,maçã,2
34853,39479641887,Plus,uva,7
55098,39328009820,Mes,maçã,2
43384,39321169849,Plus,maçã,2
93687,31032657863,Broa de Açúcar,banana,1
8551,32194543805,Mes,banana,1
32604,32853338800,Plus,pera,3
7675,36870766878,Mes,banana,1
37192,34272132857,Mes,pera,3
89573,31419452843,Mes,pera,3
44075,35645621840,Broa de Açúcar,maçã,2
48879,33635232890,Plus,maçã,2
90216,30045741875,Plus,pera,3
77376,31708557865,Broa de Açúcar,uva,7
90524,37706842819,Mes,maçã,2
21556,35031727853,Broa de Açúcar,pera,3
610,33948247870,Mes,banana,1
44002,34377246810,Broa de Açúcar,banana,1
83364,34046125829,Mes,uva,7
21521,30440560802,Plus,banana,1
70480,34558208839,Broa de Açúcar,uva,7
74390,33599124892,Broa de Açúcar,uva,7
32807,31939883830,Plus,maçã,2
89409,30647186810,Broa de Açúcar,banana,1
369,30375057889,Broa de Açúcar,banana,1
92834,31242340815,Plus,uva,7
72133,39299698821,Broa de Açúcar,maçã,2
70914,35470736857,Mes,uva,7
30379,37353484837,Broa de Açúcar,uva,7
89809,38085196816,Broa de Açúcar,maçã,2
5756,38093998845,Broa de Açúcar,uva,7
44075,35645621840,Broa de Açúcar,uva,7
37442,38983313854,Mes,uva,7
90524,37706842819,Broa de Açúcar,uva,7
37530,39655543870,Mes,uva,7
32807,31939883830,Broa de Açúcar,banana,1
50367,39622445810,Plus,uva,7
97324,38412448820,Mes,banana,1
45806,30888909802,Mes,pera,3
610,33948247870,Plus,banana,1
89857,38853118873,Broa de Açúcar,uva,7
55098,39328009820,Plus,uva,7
73511,38807260867,Plus,pera,3
6626,39183777849,Broa de Açúcar,banana,1
44988,39625356835,Mes,maçã,2
23617,38937032848,Mes,banana,1
37192,34272132857,Broa de Açúcar,banana,1
55524,37832513896,Plus,banana,1
55886,30959832807,Broa de Açúcar,maçã,2
98435,31612130844,Plus,banana,1
70914,35470736857,Broa de Açúcar,maçã,2
26487,31793921857,Broa de Açúcar,pera,3
44002,34377246810,Mes,uva,7
21327,35722129879,Plus,uva,7
45090,31634197801,Plus,pera,3
70914,35470736857,Broa de Açúcar,banana,1
80005,32938248890,Plus,uva,7
7675,36870766878,Plus,pera,3
79989,38494124820,Mes,uva,7
51536,32793703885,Broa de Açúcar,banana,1
26741,34265854800,Plus,banana,1
90216,30045741875,Mes,maçã,2
93687,31032657863,Plus,pera,3
7675,36870766878,Mes,banana,1
64869,34676829876,Plus,banana,1
64248,36158702803,Mes,pera,3
90259,39430756800,Plus,banana,1
7675,36870766878,Plus,uva,7
80109,38647585801,Plus,banana,1
89409,30647186810,Mes,banana,1
83377,33908213843,Broa de Açúcar,pera,3
91433,34128659827,Broa de Açúcar,pera,3
56277,38069818840,Plus,uva,7
51476,31004054807,Mes,banana,1
39041,38955151837,Mes,maçã,2
81230,39228065893,Mes,maçã,2
796,39060435842,Mes,uva,7
3487,34670036807,Broa de Açúcar,uva,7
62439,35938168813,Mes,pera,3
96,32118142803,Plus,maçã,2
5804,35681744809,Broa de Açúcar,uva,7
89573,31419452843,Plus,pera,3
91433,34128659827,Broa de Açúcar,uva,7
68587,32282919874,Plus,uva,7
36255,31367966833,Mes,banana,1
2792,31788024877,Plus,uva,7
43460,32384370898,Plus,banana,1
64903,36507267856,Broa de Açúcar,banana,1
54321,32468502833,Plus,uva,7
54321,32468502833,Mes,maçã,2
72133,39299698821,Plus,uva,7
48911,34418212892,Plus,pera,3
52663,37120609807,Mes,pera,3
46824,36958614879,Mes,uva,7
97559,35381822804,Mes,maçã,2
62945,38946050810,Mes,pera,3
43384,39321169849,Mes,banana,1
30451,35032984876,Plus,maçã,2
43858,30753498871,Plus,banana,1
100276,30318527880,Mes,pera,3
70914,35470736857,Mes,uva,7
20357,37624326868,Plus,banana,1
24243,35233640864,Plus,uva,7
79989,38494124820,Broa de Açúcar,banana,1
610,33948247870,Plus,banana,1
1145,38389990881,Mes,pera,3
44002,34377246810,Mes,maçã,2
44030,30263685802,Broa de Açúcar,banana,1
92834,31242340815,Mes,uva,7
25823,32395134805,Broa de Açúcar,pera,3
90620,39519577866,Broa de Açúcar,uva,7
42217,34599666882,Mes,uva,7
26851,34237889840,Mes,pera,3
46253,39243896830,Plus,uva,7
18283,30546192815,Mes,maçã,2
72394,32479421813,Broa de Açúcar,uva,7
42659,32543861831,Plus,maçã,2
31794,32512837823,Broa de Açúcar,uva,7
38387,36527494807,Broa de Açúcar,banana,1
27285,30683083805,Plus,maçã,2
98435,31612130844,Mes,pera,3
610,33948247870,Plus,maçã,2
70914,35470736857,Plus,banana,1
43460,32384370898,Mes,banana,1
81262,32364083834,Plus,banana,1
23497,39240391860,Mes,uva,7
87908,30937094820,Broa de Açúcar,maçã,2
27807,38906114869,Plus,maçã,2
30379,37353484837,Broa de Açúcar,banana,1
80109,38647585801,Broa de Açúcar,pera,3
32807,31939883830,Mes,maçã,2
96504,33916455800,Plus,maçã,2
89573,31419452843,Mes,banana,1
11789,31249581877,Mes,maçã,2
98435,31612130844,Plus,pera,3
97947,33719119858,Broa de Açúcar,pera,3
31796,35159472800,Plus,uva,7
81230,39228065893,Broa de Açúcar,maçã,2
44030,30263685802,Plus,banana,1
21521,30440560802,Mes,pera,3
30451,35032984876,Plus,pera,3
76490,37396358868,Broa de Açúcar,banana,1
83364,34046125829,Plus,maçã,2
18283,30546192815,Mes,uva,7
100276,30318527880,Mes,pera,3
52663,37120609807,Plus,pera,3
77376,31708557865,Mes,banana,1
99276,34969741840,Plus,uva,7
79815,38020401806,Plus,pera,3
24243,35233640864,Mes,banana,1
3487,34670036807,Mes,uva,7
83364,34046125829,Broa de Açúcar,banana,1
64248,36158702803,Mes,maçã,2
2792,31788024877,Plus,pera,3
79815,38020401806,Mes,uva,7
96504,33916455800,Broa de Açúcar,uva,7
37192,34272132857,Plus,pera,3
43384,39321169849,Broa de Açúcar,maçã,2
46824,36958614879,Plus,uva,7
37978,35618351803,Mes,uva,7
1145,38389990881,Mes,uva,7
56544,35358298878,Broa de Açúcar,pera,3
17166,31564113884,Broa de Açúcar,maçã,2
60244,38825970897,Plus,uva,7
14846,31490602810,Plus,uva,7
24345,33613889889,Broa de Açúcar,uva,7
79815,38020401806,Broa de Açúcar,pera,3
94387,33968186877,Broa de Açúcar,banana,1
45206,37024055855,Plus,uva,7
88339,36488723898,Plus,pera,3
43858,30753498871,Mes,maçã,2
26741,34265854800,Broa de Açúcar,maçã,2
82947,37554778820,Mes,maçã,2
93687,31032657863,Mes,pera,3
23303,32112812823,Mes,maçã,2
3979,35797992825,Mes,maçã,2
23530,37924765840,Mes,pera,3
30451,35032984876,Mes,pera,3
2860,39841469812,Broa de Açúcar,banana,1
13084,32411159846,Mes,uva,7
13120,31289694850,Broa de Açúcar,banana,1
79989,38494124820,Mes,banana,1
83426,39767917845,Mes,pera,3
87908,30937094820,Broa de Açúcar,uva,7
79914,34029758827,Plus,banana,1
17166,31564113884,Broa de Açúcar,banana,1
77376,31708557865,Mes,pera,3
82897,31851754849,Plus,banana,1
55886,30959832807,Mes,maçã,2
22562,31291469893,Broa de Açúcar,banana,1
45806,30888909802,Plus,banana,1
4684,33110482886,Mes,uva,7
55524,37832513896,Broa de Açúcar,uva,7
90145,39114690802,Plus,maçã,2
44030,30263685802,Broa de Açúcar,uva,7
96504,33916455800,Broa de Açúcar,pera,3
50367,39622445810,Plus,banana,1
21521,30440560802,Mes,banana,1
44988,39625356835,Broa de Açúcar,banana,1
8551,32194543805,Broa de Açúcar,banana,1
51536,32793703885,Plus,uva,7
64869,34676829876,Plus,maçã,2
66651,31563287820,Mes,pera,3
24243,35233640864,Plus,maçã,2
21556,35031727853,Mes,maçã,2
